obs,elapsed,date,treatment,crop,row,unique_id,KEEP,time,averaging,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,FLUOR.FlrLS:MN,FLUOR.FlrLS:SLP,FLUOR.FlrLS:SD,FLUOR.FlrLS:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
139,22455.4,10/16/24,c,radicchio,west,cdw.3,y,15:03:05,none,0.000672454,0.672453642,5.987578946,413.758,335.2052103,34.00447995,41.97317102,0.129739024,2.952653467,0.126653214,0.079429394,35.53253351,14.59398882,14.0896,1.613631653,65.0572739,1.08218184,1.663429429,0.531449813,-29.65520561,74.76846821,4.801039219,85.44683533,12,2,1,0,55895.48104,200.276,170.0807954,0.849232037,0.177417831,6,0.5,0: Broadleaf,2,1729022586,413.758,420.024,10.6678,10.0025,413.367,10.7077,599.982,101.361,0.0827691,14.5593,14.0896,999.9,0,0,9996.25,0,0.00152894,200.276,0.69226,0.30774,0,1.4724,0,3736.14,1491.75,33.562,38.375,36.625,36.625,33.75,138.64,61.63,0,1729022567,0,1729022516,15:01:55,1729022516,1729022514,140,-0.095,0,0.391,-0.04,420,10,0.27,0.11,-6.168133,-0.093998049,0.081547313,1,0.67668315,-0.060795084,0.006176887,1,2,2,2-Feb,100,100,0.391,-0.0399,0.3912,0,0,0,-0.039902,0,0,0,-1,-1,-1,-1,1.2,1.2,1.02295,2.50854,1.54785,2.34253,1.54785,2.16553,24.0429,14.7012,18,569.158,479.843,11.9997,16.5776,30,16.6142,16.5661,20.457,47.417,53.1428,12,420,9.94503,103.015,103.184,,,,
140,22596.4,10/16/24,c,radicchio,west,cdw.3,y,15:05:26,none,0.000612766,0.612765996,3.124995999,416.612,370.7370022,37.61110705,42.26510555,0.119662454,2.956165132,0.117035183,0.073378235,17.78358517,14.45922708,13.9862,1.602846832,65.0394561,1.078703064,1.658536415,0.524143768,-27.02298043,84.0691386,5.387649899,80.21739324,12,2,1,0,56011.43438,100.238,85.12510154,0.849229848,0.177413607,6,0.5,0: Broadleaf,2,1729022727,416.612,419.992,10.6329,10.0267,416.168,10.6749,600.05,101.367,0.0825635,14.5137,13.9862,999.9,0,0,10015.6,0,0.00152894,100.238,0.692364,0.307636,0,2.0592,0,3172.88,746.648,33.25,38.562,36.562,36.75,33.562,69.4,30.84,0,1729022708,0,1729022642,15:04:01,1729022639,1729022642,141,0.053,-0.002,0.444,-0.042,420,10,0.33,0.14,-3.2664115,-0.034858311,0.095942094,1,0.612728125,-0.017854953,0.002464978,1,2,2,2-Feb,100,100,0.444,-0.042,0.44435,0,0,0,-0.041985238,0,0,0,-1,-1,-1,-1,1.5,1.4,1.02417,2.50122,1.54785,2.34009,1.54785,2.28516,24.2664,14.6837,18,569.44,478.098,12.0002,16.616,30.0002,16.6443,16.5946,20.4557,47.6927,48.9871,12,420,10.0058,103.008,103.174,,,,
141,22699.9,10/16/24,c,radicchio,west,cdw.3,y,15:07:10,none,0.00056981,0.569810271,1.095846047,418.632,399.30781,40.50679646,42.46709127,0.112013419,2.94933003,0.109702581,0.068767762,8.816458653,14.38301646,13.9248,1.596472722,65.05114668,1.07650818,1.654864265,0.519964542,-25.12863293,88.183774,5.661607457,77.53320718,12,2,1,0,55809.84256,49.6753,42.18750111,0.84926515,0.177481739,6,0.5,0: Broadleaf,2,1729022830,418.632,419.966,10.612,10.0484,418.201,10.6514,600.174,101.36,0.0825349,14.4794,13.9248,999.9,0,0,9977.5,0,0.00152894,49.6753,0.691114,0.308886,0,1.4445,0,2836.15,369.85,33.062,38.625,36.5,36.875,33.437,34.33,15.34,0,1729022812,0,1729022776,15:06:16,1729022774,1729022776,142,-0.013,0.003,0.431,-0.039,420,10,0.35,0.15,-1.33874122,0.064734774,0.117970282,1,0.573726976,-0.063528606,0.006478229,1,2,2,2-Feb,100,100,0.431,-0.0394,0.43095,0,0,0,-0.03935,0,0,0,-1,-1,-1,-1,0.9,0.9,1.02417,2.50488,1.54785,2.33887,1.54785,2.28882,24.4495,14.6399,18,569.58,476.334,12.0001,16.6461,30.0002,16.669,16.618,20.4616,47.9361,45.9523,12,420,10.0221,103.003,103.167,,,,
142,22800.4,10/16/24,c,radicchio,west,cdw.3,y,15:08:50,none,0.000544156,0.54415623,-1.055690041,420.81,433.3053301,43.9568097,42.6892166,0.107240918,2.953146087,0.105123472,0.065888932,0,14.29427578,13.8626,1.590038294,64.94966326,1.071810672,1.650217443,0.518227622,-23.99728974,91.27509979,5.849275602,73.12708566,12,2,1,0,55934.54744,0,0,0,0,6,0.5,0: Broadleaf,2,1729022931,420.81,419.983,10.5654,10.0268,420.373,10.6051,599.785,101.364,0.0813473,14.4359,13.8626,999.9,0,0,9998.75,0,0.00152894,0,0,0,0,0.87,0,2558.9,7.28,32.75,38.687,36.375,36.937,33.25,0,0,0,1729022912,0,1729022885,15:08:04,1729022885,1729022879,143,0.005,0,0.436,-0.04,420,10,0.68,0.18,0.705641175,-0.03451012,0.085285925,1,0.556766175,0.009681332,0.017172593,1,2,2,2-Feb,100,100,0.437,-0.0397,0.4362,0,0,0,-0.03968,0,0,0,-1,-1,-1,-1,0.8,0.9,1.02417,2.50366,1.54785,2.33765,1.54785,2.28027,24.592,14.6224,18,568.864,475.213,11.999,16.6643,30.0001,16.6878,16.6342,20.4604,48.3232,43.2505,12,420,10.0495,102.999,103.163,,,,
1,0,10/17/24,c,radicchio,west,cdw,y,9:37:55,none,0.001394214,1.394213664,7.781272541,411.606,356.5376846,36.44911697,42.07879247,0.251364681,2.962402112,0.240088106,0.151026061,283.891524,13.99575048,13.4117,1.544071616,65.037003,0.957672163,1.472503526,0.586399453,-61.48482258,-115.9647214,-7.323412465,99.1185676,24,4,1,0,56579.22818,1599.99,1358.7756,0.849240058,0.177433311,6,0.5,0: Broadleaf,2,1729089475,411.606,419.961,9.36775,7.98662,409.435,9.01314,600.01,102.153,0.0777558,12.6856,13.4117,999.9,0,0,9973.75,0,0.0011467,1599.99,0.691999,0.308001,0,1.5426,0,15004.6,11916.3,34.062,33.75,34.187,35.562,33.5,1107.19,492.8,0,1729089455,0,1729089433,9:37:13,1729089430,1729089433,2,0.105,-0.094,2.17,0.355,420,8,0.4,0.05,-8.40170825,0.022801463,0.092735416,1,1.3775,0.040424015,0.004380568,1,2,2,2-Feb,100,100,2.171,0.3546,2.170380952,0,0,0,0.354605,0,0,0,-1,-1,-1,-1,0.8,0.7,1.0376,2.49268,1.54785,2.34619,1.54785,2.21191,22.3646,16.0058,18,556.02,492.264,9.99962,12.4852,30.0004,12.514,12.4549,20.7465,34.9478,78.9369,10,420,7.94881,117.99,104.222,,,,
2,96,10/17/24,c,radicchio,west,cdw,y,9:39:31,none,0.001205498,1.205498446,7.658113746,411.737,350.926119,35.87614433,42.0930083,0.221125255,2.972702361,0.212376837,0.133492694,248.438979,13.76163168,13.2704,1.529909423,65.27042524,0.956670618,1.465703057,0.573238805,-53.16248145,-105.0372417,-6.602990913,83.63626494,24,4,1,0,56910.73769,1400.2,1189.1043,0.849238894,0.177431066,6,0.5,0: Broadleaf,2,1729089571,411.737,419.891,9.35777,8.16362,409.47,8.99227,600.034,102.155,0.0777561,12.615,13.2704,999.9,0,0,10031.9,0,0.0011467,1400.2,0.692038,0.307962,0,1.7687,0,13313.4,10428.5,34.562,34.25,34.812,36,34,968.99,431.21,0,1729089551,0,1729089531,9:38:51,1729089526,1729089531,3,0.096,0.011,2.267,0.366,420,8,0.15,0.06,-8.20877575,-0.091574522,0.058784813,1,1.18635625,0.076890619,0.008864251,1,2,2,2-Feb,100,100,2.267,0.3655,2.2667,0,0,0,0.365508095,0,0,0,-1,-1,-1,-1,0.8,0.7,1.0376,2.49146,1.54785,2.34741,1.54785,2.16187,22.4049,16.0058,18,556.277,492.913,9.99935,12.5563,30.0002,12.5838,12.5221,20.7493,32.9687,78.5658,10,420,8.13048,117.977,104.194,,,,
3,189,10/17/24,c,radicchio,west,cdw,y,9:41:04,none,0.001171296,1.171296489,7.842600611,411.781,348.4278053,35.62037408,42.09708018,0.216556956,2.967606039,0.208145075,0.130819221,212.876607,13.61187286,13.2347,1.526349417,65.15615324,0.958050258,1.470391069,0.568299159,-51.65417515,-91.35404833,-5.753072538,64.11531098,24,4,1,0,56743.86232,1199.74,1018.8687,0.849241252,0.177435617,6,0.5,0: Broadleaf,2,1729089664,411.781,420.108,9.37136,8.21075,409.532,8.99836,599.85,102.154,0.0777207,12.6637,13.2347,999.9,0,0,10003.1,0,0.0011467,1199.74,0.691957,0.308043,0,1.9325,0,11576.5,8935.2,34.875,34.75,35.312,36.5,34.375,830.17,369.57,0,1729089644,0,1729089623,9:40:22,1729089622,1729089623,4,-0.017,0.007,2.25,0.373,420,8,0.36,0.07,-8.19405925,0.080473734,0.10308396,1,1.1492145,0.049982139,0.00575964,1,2,2,2-Feb,100,100,2.249,0.373,2.249952381,0,0,0,0.373005,0,0,0,-1,-1,-1,-1,0.7,0.7,1.0376,2.49756,1.54785,2.34619,1.54785,2.19971,22.4452,15.997,18,556.6,493.654,10.0018,12.6216,30.0003,12.6483,12.5882,20.7418,32.466,78.5658,10,420,8.15765,117.968,104.176,,,,
4,289,10/17/24,c,radicchio,west,cdw,y,9:42:44,none,0.001076945,1.07694457,7.747489488,411.943,345.1125581,35.28149924,42.11369972,0.201528794,2.97058769,0.194229766,0.122027368,177.4326677,13.41807536,13.1184,1.514802449,64.97417823,0.954804694,1.469514074,0.559997755,-47.49325554,-74.27772007,-4.669911224,50.99178086,23,4,1,0,56837.59214,999.997,849.2374523,0.84924,0.1774332,6,0.5,0: Broadleaf,2,1729089764,411.943,420.136,9.3396,8.27247,409.643,8.96573,599.863,102.154,0.0778615,12.6546,13.1184,999.9,0,0,10020,0,0.0011467,999.997,0.692003,0.307997,0,1.1086,0,9927.83,7447.72,35.062,35.187,35.75,36.937,34.562,692,308,0,1729089744,0,1729089715,9:41:54,1729089714,1729089715,5,0.049,0.001,2.299,0.374,420,8,0.35,0.05,-8.061274,0.066114146,0.080427229,1,1.07387625,-0.038113734,0.003749672,1,2,2,2-Feb,100,100,2.3,0.3739,2.29905,0,0,0,0.373862,0,0,0,-1,-1,-1,-1,0.8,0.8,1.0376,2.4939,1.54785,2.34619,1.54785,2.18628,22.5258,15.997,18,556.978,494.475,10.0005,12.6922,30.0001,12.708,12.6433,20.7407,31.6028,78.5658,10,420,8.25733,117.964,104.159,,,,
5,380.5,10/17/24,c,radicchio,west,cdw,y,9:44:15,none,0.000976783,0.976783457,7.678593918,412.036,341.5406694,34.91761875,42.12475188,0.188122277,2.96910472,0.181742471,0.11414422,141.9133055,13.10664952,12.9165,1.494938965,65.33690881,0.952044583,1.457131353,0.542894382,-43.07615045,-62.57150907,-3.929065214,32.33658075,23,4,1,0,56817.61521,799.798,679.2217939,0.849241676,0.177436435,6,0.5,0: Broadleaf,2,1729089856,412.036,420.116,9.31226,8.3447,409.809,8.93446,600.079,102.158,0.0776102,12.5256,12.9165,999.9,0,0,10011.2,0,0.00124226,799.798,0.69194,0.308059,0,1.2356,0,5965.95,5956.56,35,35.437,35.937,37.187,34.625,553.41,246.38,0,1729089835,0,1729089815,9:43:34,1729089812,1729089815,6,-0.071,0.004,2.228,0.378,420,8,0.17,0.06,-7.902800244,-0.001714913,0.093646391,1,0.973189537,-0.006385066,0.002455246,1,2,2,2-Feb,100,100,2.227,0.3778,2.22785,0,0,0,0.3778035,0,0,0,-1,-1,-1,-1,0.7,0.7,1.0376,2.4939,1.54785,2.34619,1.54785,2.27783,22.546,15.997,18,557.101,494.38,9.9995,12.7097,30,12.7408,12.6763,20.7452,30.7218,78.5434,10,420,8.33148,117.966,104.154,,,,
6,479,10/17/24,c,radicchio,west,cdw,y,9:45:54,none,0.000918791,0.918791417,7.37901886,412.384,341.9466835,34.96268484,42.16461958,0.180557378,2.966417643,0.17466657,0.109679862,106.4311911,12.83433942,12.7347,1.477249381,65.24504511,0.945781749,1.449584023,0.531467632,-40.51870149,-46.0905314,-2.892827017,16.92913115,23,4,1,0,56750.71041,599.821,509.3935568,0.849242619,0.177438254,6,0.5,0: Broadleaf,2,1729089954,412.384,420.143,9.25006,8.33964,410.186,8.86614,599.916,102.168,0.0780124,12.4465,12.7347,999.9,0,0,9995,0,0.0011467,599.821,0.691915,0.308085,0,1.5638,0,6689.93,4467.17,34.75,35.562,36,37.312,34.562,415.03,184.8,0,1729089934,0,1729089914,9:45:13,1729089903,1729089914,7,-0.029,0.006,2.198,0.384,420,8,0.4,0.11,-7.5879855,0.088510019,0.075428529,1,0.919771725,0.048881752,0.010385741,1,2,2,2-Feb,100,100,2.198,0.3839,2.19835,0,0,0,0.383924762,0,0,0,-1,-1,-1,-1,0.8,0.7,1.0376,2.49146,1.54785,2.34619,1.54785,2.28271,22.5863,15.997,18,556.78,495.044,9.99982,12.6649,30,12.7192,12.6599,20.7421,31.0406,78.6749,10,420,8.30895,117.984,104.157,,,,
7,572.5,10/17/24,c,radicchio,west,cdw,y,9:47:27,none,0.000824579,0.824578971,6.721353523,413.015,343.361207,35.10915365,42.23134937,0.165835502,2.973225172,0.160862927,0.100973675,70.97177831,12.55521105,12.5396,1.458470759,65.28345212,0.940481511,1.440612407,0.517989247,-36.36393263,-30.0708759,-1.880184655,2.656785122,24,4,1,0,56979.75877,399.983,339.6823477,0.849241962,0.177436987,6,0.5,0: Broadleaf,2,1729090048,413.015,420.078,9.19774,8.38062,410.84,8.81635,599.908,102.173,0.0783695,12.352,12.5396,999.9,0,0,10033.1,0,0.00133782,399.983,0.691936,0.308064,0,1.2568,0,5148.46,2978.9,34.437,35.812,36,37.437,34.375,276.76,123.22,0,1729090027,0,1729090011,9:46:50,1729090011,1729090004,8,-0.024,-0.003,2.175,0.381,420,8,0.31,0.06,-6.908810244,-0.044961533,0.116388591,1,0.81162922,0.097389199,0.011903134,1,2,2,2-Feb,100,100,2.175,0.3814,2.1748,0,0,0,0.3813835,0,0,0,-1,-1,-1,-1,0.6,0.7,1.0376,2.49512,1.54785,2.34619,1.54785,2.16797,22.6871,15.9883,18,556.482,495.175,9.99974,12.6758,30.0001,12.7342,12.6788,20.738,30.8089,78.6043,10,420,8.34655,117.985,104.146,,,,
8,703.5,10/17/24,c,radicchio,west,cdw,y,9:49:38,none,0.00076602,0.766019758,5.045008495,414.703,358.8561431,36.69161127,42.40172995,0.156863656,2.970159663,0.152402325,0.095641717,35.50890001,12.2670536,12.3467,1.440110688,65.11119101,0.932153419,1.431633188,0.507957268,-33.78147134,-14.37942685,-0.89864163,-13.55063981,23,4,1,0,56903.93784,200.133,169.9602553,0.849236534,0.177426511,6,0.5,0: Broadleaf,2,1729090179,414.703,420.065,9.11677,8.35783,412.496,8.73452,600.076,102.168,0.0780169,12.2569,12.3467,999.9,0,0,10016.2,0,0.0011467,200.133,0.692122,0.307878,0,0.694,0,3664.21,1490.61,33.875,35.937,35.812,37.562,34,138.52,61.62,0,1729090159,0,1729090102,9:48:22,1729090102,1729090098,9,0.032,0.001,2.207,0.382,420,8,0.49,0.12,-5.248109512,-0.032549477,0.095202126,1,0.762157537,-0.02798607,0.00297051,1,2,2,2-Feb,100,100,2.207,0.3823,2.207,0,0,0,0.3822485,0,0,0,-1,-1,-1,-1,1.3,1.3,1.0376,2.48901,1.54785,2.34741,1.54785,2.20093,22.8486,15.9795,18,557.767,495.155,10.0001,12.7476,30.0003,12.7919,12.7365,20.7375,30.5342,78.6251,10,420,8.34768,117.978,104.123,,,,
9,795.5,10/17/24,c,radicchio,west,cdw,y,9:51:10,none,0.000725182,0.725182321,2.803665626,417.016,383.2972317,39.18808482,42.63547197,0.150339312,2.966958984,0.146231855,0.091754601,17.77125517,12.17599502,12.2952,1.435243484,65.23558825,0.934100193,1.431887438,0.501143291,-31.98054034,-5.694387061,-0.356162962,-20.25983519,23,4,1,0,56804.43758,100.168,85.06570154,0.849230308,0.177414495,6,0.5,0: Broadleaf,2,1729090271,417.016,420.123,9.1364,8.41763,414.754,8.75408,599.822,102.161,0.0784152,12.2596,12.2952,999.9,0,0,9998.75,0,0.00124226,100.168,0.692337,0.307663,0,1.186,0,2874.59,746.117,33.437,36,35.625,37.625,33.687,69.35,30.82,0,1729090251,0,1729090230,9:50:29,1729090226,1729090230,10,0.055,0,2.262,0.382,420,8,0.23,0.17,-2.969699756,0.010451289,0.072645432,1,0.713482317,0.07150246,0.008674308,1,2,2,2-Feb,100,100,2.262,0.3823,2.262,0,0,0,0.382318571,0,0,0,-1,-1,-1,-1,0.7,0.7,1.0376,2.49146,1.54785,2.34741,1.54785,2.29614,22.9697,15.9795,18,556.912,495.492,10.0007,12.8041,30.0002,12.8401,12.7822,20.7285,30.4057,78.7147,10,420,8.35982,117.971,104.112,,,,
10,913,10/17/24,c,radicchio,west,cdw,y,9:53:08,none,0.000701745,0.701744509,1.073192262,418.604,403.3467099,41.23245115,42.79214025,0.146129764,2.964066824,0.142242227,0.089242058,8.870336897,12.06538067,12.2209,1.428246986,65.20573772,0.929737767,1.425852692,0.498509219,-30.94693283,-4.07486865,-0.254930987,-26.40639557,23,4,1,0,56727.6767,50.0066,42.46631267,0.849214157,0.177383323,6,0.5,0: Broadleaf,2,1729090388,418.604,419.971,9.09494,8.39955,416.32,8.71031,599.976,102.147,0.0788274,12.1954,12.2209,999.9,0,0,9983.75,0,0.0011467,50.0066,0.692865,0.307135,0,2.0884,0,665.414,372.552,32.937,36.187,35.437,37.687,33.375,34.65,15.36,0,1729090368,0,1729090327,9:52:07,1729090327,1729090321,11,0.021,0.002,2.284,0.385,420,8,0.47,0.11,-1.39941875,-0.000749381,0.109894044,1,0.7044817,-0.018802266,0.006662675,1,2,2,2-Feb,100,100,2.284,0.3846,2.2835,0,0,0,0.384622381,0,0,0,-1,-1,-1,-1,1,1.1,1.03638,2.48779,1.54785,2.34619,1.54785,2.30469,23.0909,15.9708,18,557.526,494.759,9.99966,12.8585,30,12.8952,12.8342,20.7205,30.8705,78.7147,10,420,8.39777,117.971,104.106,,,,
11,1005.9,10/17/24,c,radicchio,west,cdw,y,9:54:41,none,0.000615101,0.615100575,-1.033700358,420.809,430.4435105,43.99965172,43.01481841,0.130873606,2.96750487,0.1277496,0.080117968,0,11.86410003,12.0319,1.410584792,65.54228544,0.924030127,1.409822866,0.486554665,-27.12593537,-1.311869805,-0.081822391,-28.51962757,23,4,1,0,56867.85544,0,0,0,0,6,0.5,0: Broadleaf,2,1729090481,420.809,420.034,9.03968,8.43003,418.518,8.65545,599.892,102.141,0.0783404,12.0237,12.0319,999.9,0,0,10003.8,0,0.0011467,0,0,0,0,2.43,0,1892.38,7.47,32.5,36.062,35.187,37.437,33,0,0,0,1729090461,0,1729090440,9:53:59,1729090438,1729090440,12,0.008,0,2.291,0.384,420,8,0.44,0.11,0.79874778,-0.045540574,0.048002349,1,0.624367902,-0.0401419,0.009469304,1,2,2,2-Feb,100,100,2.291,0.3842,2.29115,0,0,0,0.384233,0,0,0,-1,-1,-1,-1,0.7,0.7,1.03638,2.48779,1.54785,2.34741,1.54785,2.24731,23.0707,15.962,18,557.411,494.967,9.9983,12.8162,30.0001,12.8722,12.8159,20.7256,30.8783,78.7147,10,420,8.37288,117.995,104.114,,,,
12,1548.9,10/17/24,c,radish,center,crc,y,10:03:44,none,0.00150024,1.500240147,10.69252312,408.894,347.7711885,35.54586518,41.79325798,0.309316203,2.966855712,0.292452184,0.184221121,283.940703,14.21518639,12.8717,1.490562605,64.98073878,0.97255432,1.496680922,0.518008284,-66.16059047,10.01281523,0.630415855,228.4233436,21,4,1,0,56666.51807,1600.28,1359.0207,0.849239321,0.177431889,6,0.5,0: Broadleaf,2,1729091024,408.894,420.2,9.51521,8.02924,406.651,9.15531,599.998,102.13,0.0804946,12.9343,12.8717,999.9,0,0,10001.2,0,0.00124226,1600.28,0.692024,0.307976,0,2.075,0,9150.48,11918.6,36.312,37.125,37.25,36.562,35.375,1107.43,492.85,0,1729091004,0,1729090964,10:02:44,1729090956,1729090964,13,-0.047,-0.024,2.244,0.36,420,8,0.17,0.06,-11.0576925,-0.009081051,0.088490484,1,1.4977135,0.002266942,0.010587445,1,2,2,2-Feb,100,100,2.243,0.3599,2.24395,0,0,0,0.359906667,0,0,0,-1,-1,-1,-1,1.1,1,1.03516,2.49756,1.54785,2.34619,1.54785,2.27173,22.7477,15.8482,18,559.638,491.147,10.0003,12.9978,30,13.088,13.0472,20.6976,37.7014,73.0694,10,420,7.99059,117.986,104.083,,,,
13,1641.4,10/17/24,c,radish,center,crc,y,10:05:16,none,0.001441233,1.441232723,10.46564071,408.962,348.5065431,35.61896929,41.79779464,0.305655055,2.966981474,0.289177128,0.182142118,248.407059,13.99337398,12.7366,1.4774333,65.2080705,0.974164097,1.493931794,0.503269202,-63.5583631,27.12852153,1.706501851,213.6837193,21,3,1,0,56675.82271,1400,1188.9363,0.849240214,0.177433614,6,0.5,0: Broadleaf,2,1729091117,408.962,420.016,9.53151,8.10415,406.744,9.16237,600.057,102.124,0.0805927,12.9062,12.7366,999.9,0,0,10002.5,0,0.0011467,1400,0.691992,0.308008,0,1.8091,0,8135.16,10426.8,36.687,37.5,37.75,36.875,35.687,968.79,431.21,0,1729091097,0,1729091079,10:04:38,1729091079,1729091078,14,-0.026,0.009,2.218,0.369,420,8,0.33,0.08,-11.03743659,-0.09529547,0.12667958,1,1.434480244,0.025220906,0.011642573,1,2,2,2-Feb,100,100,2.218,0.3691,2.21815,0,0,0,0.369139524,0,0,0,-1,-1,-1,-1,0.6,0.6,1.03638,2.49268,1.54785,2.34619,1.54785,2.29248,22.5661,15.8394,18,559.282,490.746,10.0002,12.9785,30,13.0776,13.037,20.7025,37.6461,72.6974,10,420,8.03882,117.996,104.081,,,,
14,1735.9,10/17/24,c,radish,center,crc,y,10:06:51,none,0.001409217,1.409216875,10.24052038,409.078,350.2425537,35.79589107,41.8090588,0.307435388,2.964756634,0.290758786,0.183147146,212.922156,13.7375331,12.5666,1.461056957,65.27603515,0.971605455,1.488456603,0.489451501,-62.1464642,45.31349456,2.849171691,198.9383581,21,4,1,0,56618.43766,1200,1019.0892,0.849241,0.17743513,6,0.5,0: Broadleaf,2,1729091211,409.078,419.895,9.50661,8.11079,406.823,9.1361,600,102.123,0.0801466,12.8501,12.5666,999.9,0,0,9990,0,0.0011467,1200,0.69197,0.30803,0,1.2879,0,7221.12,8937.21,36.937,37.875,38.187,37,35.937,830.36,369.64,0,1729091191,0,1729091173,10:06:12,1729091169,1729091173,15,0.037,0.001,2.255,0.371,420,8,0.27,0.07,-10.9132075,-0.0215606,0.118706313,1,1.4003395,0.095440075,0.015034825,1,2,2,2-Feb,100,100,2.255,0.3705,2.255238095,0,0,0,0.370503333,0,0,0,-1,-1,-1,-1,0.7,0.6,1.03638,2.49023,1.54785,2.34619,1.54785,2.20825,22.425,15.8219,18,559.306,490.633,10.0013,12.9463,29.9999,13.0514,13.0115,20.7075,38.2625,72.3249,10,420,8.04742,118.007,104.087,,,,
15,1847.9,10/17/24,c,radish,center,crc,y,10:08:43,none,0.001408797,1.408797088,10.0734378,409.166,351.7154347,35.94511065,41.81652465,0.31010123,2.968024172,0.293160301,0.184670099,177.451773,13.57404868,12.5305,1.457600022,65.12768285,0.972313965,1.492934989,0.485286057,-62.1279516,58.48442955,3.673460329,177.4817113,21,3,1,0,56709.85719,1000.12,849.3405,0.849238591,0.177430481,6,0.5,0: Broadleaf,2,1729091323,409.166,419.815,9.51389,8.11861,406.915,9.14192,600.049,102.12,0.0794121,12.896,12.5305,999.9,0,0,10008.8,0,0.0011467,1000.12,0.692045,0.307955,0,1.6695,0,6412.86,7448.76,37,38.25,38.5,37.562,36.125,692.13,307.99,0,1729091303,0,1729091269,10:07:48,1729091259,1729091269,16,-0.005,0.001,2.25,0.372,420,8,0.21,0.06,-10.8148125,-0.029886304,0.105899141,1,1.39641275,0.089722964,0.01323244,1,2,2,2-Feb,100,100,2.251,0.372,2.25025,0,0,0,0.3719715,0,0,0,-1,-1,-1,-1,1.1,0.9,1.03638,2.50122,1.54785,2.34619,1.54785,2.23755,22.3041,15.8044,18,559.771,490.272,9.99974,12.9478,30.0001,13.0493,13.0139,20.7168,38.5984,71.5826,10,420,8.10372,118.008,104.079,,,,
16,1953.4,10/17/24,c,radish,center,crc,y,10:10:28,none,0.00136336,1.363359756,9.994340575,409.446,352.7623139,36.05123668,41.84413718,0.311552155,2.964891054,0.294440018,0.185484102,141.9623893,13.29897135,12.3658,1.441919494,65.59818554,0.974305976,1.485263606,0.467613518,-60.12416522,72.16920773,4.53200873,158.5394405,21,3,1,0,56628.95959,800.096,679.472903,0.84923922,0.177431695,6,0.5,0: Broadleaf,2,1729091429,409.446,419.998,9.53361,8.18332,407.266,9.16115,600.032,102.118,0.0789617,12.8173,12.3658,999.9,0,0,9991.25,0,0.0011467,800.096,0.692024,0.307976,0,1.1362,0,5430.07,5958.96,36.937,38.562,38.625,37.312,36.125,553.69,246.41,0,1729091409,0,1729091378,10:09:37,1729091373,1729091378,17,-0.071,0,2.179,0.372,420,8,0.36,0.06,-10.51530244,0.043774913,0.102145438,1,1.362212683,-0.094120557,0.009529812,1,2,2,2-Feb,100,100,2.18,0.3725,2.179285714,0,0,0,0.3724575,0,0,0,-1,-1,-1,-1,0.9,0.8,1.03638,2.49146,1.54785,2.34497,1.54785,2.27539,22.2437,15.7957,18,559.375,490.139,9.99856,12.9917,30.0002,13.0802,13.0427,20.712,39.01,71.2125,10,420,8.11782,118.005,104.067,,,,
